1	0.044334	0.032087	0.440887
2	1.030704	0.993876	1.627099
3	1.415531	1.300963	4.728975
4	2.706755	2.491569	13.274628
5	848.870300	117.670990	108.594398
6	14136.239258	10683.011719	1045.153564
7	31898.806641	25671.617188	1273.699463
8	51418.800781	41157.824219	1450.547607
9	69992.906250	58751.519531	1664.920898
10	91571.554688	76125.531250	1845.070312
