1	0.440260	0.380191	0.404344	128599	0
2	1.405388	1.255608	1.040689	127336	0
3	1.796700	1.459886	2.450676	124471	1
4	3.377618	2.779689	4.809980	121536	4
5	6.107721	5.086224	10.183085	117471	2
6	11.253120	9.773565	16.624041	114743	8
7	33.765060	31.290375	36.105106	111688	10
8	74.792999	70.687111	68.660683	108619	30
9	93.090012	88.502647	85.579132	108138	27
10	113.023499	107.783112	102.862396	108053	28
