0.05000000, ,0
0.10000000, ,0
0.25000000, ,0
0.05000000,10355491 ,151.125
0.10000000,8642713 ,.500
0.25000000,8642713 ,8.875
0.50000000,8623971 ,8.875
1.00000000,8628487 ,0
